item_id,vertical,category,domain,score
561815975,CE,COMPUTERS,MLC-MICROPHONES,0.7846
525815540,HOME & INDUSTRY,HOME&DECOR,MLC-SAFES,0.7844
577990565,CE,MOBILE,MLC-CELLPHONES,0.7842
541962152,CE,ELECTRONICS,MLC-FANS,0.784
584161108,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PRESSURE_WASHERS,0.7838
908831092,CE,ELECTRONICS,MLC-TELEVISIONS,0.7836
517154630,ACC,AUTOPARTS,MLC-VEHICLE_ACCESSORIES,0.7834
535350054,HOME & INDUSTRY,STATIONARY,MLC-PENCIL_CASES,0.7832
612694951,CE,ELECTRONICS,MLC-VIDEO_GAMES,0.783
909235841,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.7827999999999999
911013018,CE,ELECTRONICS,MLC-AIR_CONDITIONERS,0.7826
553675659,APP & SPORTS,SPORTS,MLC-BICYCLE_ACCESSORIES_AND_SPARE_PARTS,0.7824
502082227,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.7822
451830221,OTHERS,PET PRODUCTS,MLC-CATS_LITTER,0.782
900724780,CE,COMPUTERS,MLC-SPEAKERS,0.7818
591336618,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CIRCULAR_SAWS,0.7816
573368310,ACC,AUTOPARTS,MLC-VEHICLE_ACCESSORIES,0.7814
640467820,CE,MOBILE,MLC-SMARTWATCHES,0.7812
573368645,HOME & INDUSTRY,HOME&DECOR,MLC-PILLOWS,0.781
565769373,T & B,TOYS AND GAMES,MLC-KICK_SCOOTERS,0.7807999999999999
916402454,BEAUTY & HEALTH,PERSONAL CARE,MLC-BODY_SKIN_CARE_PRODUCTS,0.7806
623168752,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7804
909229015,HOME & INDUSTRY,HOME&DECOR,MLC-WALL_AND_CEILING_LIGHTS,0.7802
452485711,T & B,TOYS AND GAMES,MLC-FOOSBALL_TABLES,0.78
574738847,APP & SPORTS,APPAREL ACCESORIES,MLC-BODY_SHAPERS,0.7798
917807138,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PAINT_SPRAYERS,0.7796
908530330,CE,MOBILE,MLC-CELLPHONES,0.9972
622098505,CE,COMPUTERS,MLC-NOTEBOOKS,0.7794
521776451,ACC,AUTOPARTS,MLC-ENGINE_OILS,0.7792
580316787,CPG,PERSONAL HYGIENE,MLC-HAIR_TREATMENTS,0.779
534890919,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SOLAR_PANELS,0.7787999999999999
627920002,CE,MOBILE,MLC-CELLPHONES,0.7786
561002400,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.7784
519320142,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7782
527814045,HOME & INDUSTRY,HOME&DECOR,MLC-COMFORTERS,0.778
615327786,CE,COMPUTERS,MLC-HEADPHONES,0.7778
917079119,HOME & INDUSTRY,HOME&DECOR,MLC-SOFAS,0.7776
642959544,CE,MOBILE,MLC-SMARTWATCHES,0.7774
929916695,CE,MOBILE,MLC-CELLPHONES,0.7772
632667662,APP & SPORTS,SPORTS,MLC-AIR_MATTRESSES,0.777
535636537,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7767999999999999
615565901,CE,COMPUTERS,MLC-PRINTERS,0.7766
614999014,CE,MOBILE,MLC-CELLPHONES,0.7764
603857833,CE,COMPUTERS,MLC-USB_HUBS,0.7762
616399876,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.776
535769078,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLUNGE_ROUTERS,0.7758
570063847,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7756
528556839,APP & SPORTS,APPAREL ACCESORIES,MLC-BACKPACKS,0.7754
640722979,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.7752
550270275,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.775
627263575,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7747999999999999
925178928,APP & SPORTS,SPORTS,MLC-GYM_DUMBBELLS,0.7746
622113911,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7744
929244375,CE,ELECTRONICS,MLC-DRONES,0.7742
638042914,T & B,TOYS AND GAMES,MLC-TRADING_CARD_GAMES,0.774
625094922,CE,MOBILE,MLC-CELLPHONES,0.7738
553147018,HOME & INDUSTRY,HOME&DECOR,MLC-WALL_AND_CEILING_LIGHTS,0.7736
537566394,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.7734
615579331,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7732
910798027,HOME & INDUSTRY,HOME&DECOR,MLC-FRAME_POOLS,0.773
523837732,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WRENCH_SETS,0.7727999999999999
611219794,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.7726
907030260,HOME & INDUSTRY,INDUSTRY,MLC-THERMAL_TAPES,0.7724
601499704,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7722
626126521,APP & SPORTS,SPORTS,MLC-AEROBIC_CRUNCH_MACHINES,0.772
911656357,CE,MOBILE,MLC-CELLPHONES,0.7718
516439192,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.7716
631709240,CE,COMPUTERS,MLC-NOTEBOOKS,0.7714
537769868,CE,ELECTRONICS,MLC-PHOTOGRAPHIC_INSTANT_FILMS,0.7712
616321064,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.771
596465194,CE,ELECTRONICS,MLC-DRONES,0.7708
903418409,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.7706
563160690,CE,ELECTRONICS,MLC-STEAM_CLEANERS,0.7704
609477318,CE,ELECTRONICS,MLC-MEMORY_CARDS,0.7702
622113905,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.77
584119854,CE,ELECTRONICS,MLC-DEEP_FRYERS,0.7698
555025930,HOME & INDUSTRY,HOME&DECOR,MLC-PILLOWS,0.7696
601750109,CE,COMPUTERS,MLC-EXTERNAL_LAPTOP_COOLERS,0.7694
609520831,CE,ELECTRONICS,MLC-VIDEO_GAMES,0.7692
913635888,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CHAINSAWS,0.769
552015956,CPG,CLEANING,MLC-LAUNDRY_DETERGENTS,0.7688
902064945,CE,ELECTRONICS,MLC-MICROWAVES,0.7686
612692575,CE,ELECTRONICS,MLC-TELEVISIONS,0.7684
585737802,APP & SPORTS,SPORTS,MLC-YOGA_MATS,0.7682
536272202,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.768
549995614,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_LAWN_MOWERS,0.7678
929488152,CE,MOBILE,MLC-CELLPHONES,0.7676
908830798,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7674
452155228,ACC,AUTOPARTS,MLC-ENGINE_OILS,0.7672
909219838,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SANDER_MACHINES,0.767
625492717,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-DRILL_BITS,0.7668
526334711,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.7666
605944255,HOME & INDUSTRY,HOME&DECOR,MLC-BEDS,0.7664
923239473,CE,COMPUTERS,MLC-HEADPHONES,0.7662
640029034,HOME & INDUSTRY,HOME&DECOR,MLC-BOX_SPRING_AND_MATTRESS_SETS,0.766
553022701,OTHERS,PET PRODUCTS,MLC-CAT_SCRATCHERS,0.7658
496749110,CE,ELECTRONICS,MLC-DJ_TURNTABLES,0.7656
552333118,BEAUTY & HEALTH,PHARMACEUTICS,MLC-HEARING_AIDS,0.7654
584737823,HOME & INDUSTRY,HOME&DECOR,MLC-POOL_LIGHTS,0.7652
639380398,CE,MOBILE,MLC-SMARTWATCHES,0.765
903979747,APP & SPORTS,SPORTS,MLC-BICYCLES,0.7648
639375956,CE,ELECTRONICS,MLC-TELEVISIONS,0.9896
629821792,CE,MOBILE,MLC-CELLPHONES,0.7646
581543100,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-BODYWEIGHT_SCALES,0.7644
622380138,HOME & INDUSTRY,HOME&DECOR,MLC-STOOLS,0.7642
922383568,HOME & INDUSTRY,INDUSTRY,MLC-INDUSTRIAL_ICE_CREAM_MACHINES,0.764
614337468,CE,ELECTRONICS,MLC-SMART_SPEAKERS,0.7638
615579479,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7636
456997297,CE,ELECTRONICS,MLC-TELESCOPES,0.7634
456138268,OTHERS,PET PRODUCTS,MLC-FLEA_AND_TICK_TREATMENTS,0.7632
548346877,HOME & INDUSTRY,HOME&DECOR,MLC-KITCHEN_COOKWARE_SETS,0.763
516546007,HOME & INDUSTRY,STATIONARY,MLC-PACKAGING_ROLLS,0.7628
465896186,CE,ELECTRONICS,MLC-COOKTOPS,0.7626
595491165,T & B,BABY,MLC-MILK_EXTRACTORS,0.7624
451083907,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SOLAR_KITS,0.7622
914241599,CE,ELECTRONICS,MLC-HAIR_STRAIGHTENERS,0.762
591312840,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7618
902640468,HOME & INDUSTRY,INDUSTRY,MLC-HYGROMETERS,0.7616
635636094,CE,ELECTRONICS,MLC-DRONES,0.7614
611219819,CE,MOBILE,MLC-TABLETS,0.7612
574055623,HOME & INDUSTRY,HOME&DECOR,MLC-SOAP_AND_DETERGENT_DISPENSERS,0.761
559593086,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_DECOR,0.7608
916704931,CE,COMPUTERS,MLC-NOTEBOOKS,0.7605999999999999
531221013,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-ESTHETIC_ELECTRIC_DEVICES,0.7604
597360380,CE,COMPUTERS,MLC-MICROPHONES,0.7602
549999343,APP & SPORTS,SPORTS,MLC-ROLLER_SKATES,0.76
634368799,CE,MOBILE,MLC-TABLETS,0.7598
543073151,BEAUTY & HEALTH,PHARMACEUTICS,MLC-THERMOMETERS,0.7596
525815605,HOME & INDUSTRY,HOME&DECOR,MLC-SAFES,0.7594
551980178,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BATHROOM_FAUCETS,0.7592
929910960,CE,MOBILE,MLC-CELLPHONES,0.759
901006522,CE,MOBILE,MLC-SMARTWATCHES,0.7585999999999999
579640054,APP & SPORTS,SPORTS,MLC-CYCLING_AND_SKATING_HELMETS,0.7584
609897504,APP & SPORTS,APPAREL,MLC-T_SHIRTS,0.7582
634042601,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.758
600761346,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7578
537951303,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.7576
927817227,CE,ELECTRONICS,MLC-COOKTOPS,0.7574
501153025,HOME & INDUSTRY,INDUSTRY,MLC-SEWING_MACHINES,0.7572
611219758,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.757
629309852,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.7568
926424558,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7565999999999999
568038879,BEAUTY & HEALTH,PERSONAL CARE,MLC-FALSE_EYELASHES,0.7564
627819245,CE,ELECTRONICS,MLC-DRONES,0.7562
515081875,OTHERS,PET PRODUCTS,MLC-DOG_POTTY_PADS,0.756
623993699,CE,ELECTRONICS,MLC-HAIR_STRAIGHTENERS,0.7558
519319635,CE,ELECTRONICS,MLC-VACUUM_CLEANERS,0.7556
452897779,ACC,VEHICULAR MULTIMEDIA,MLC-GPS,0.7554
491900674,ACC,AUTOPARTS,MLC-CAR_LIGHT_BULBS,0.7552
917102707,CE,MOBILE,MLC-CELLPHONES,0.755
615313357,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.7548
622422230,HOME & INDUSTRY,HOME&DECOR,MLC-MATTRESSES,0.7545999999999999
621764512,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7544
924051879,CE,MOBILE,MLC-CELLPHONES,0.7542
613316582,CPG,FOODS,MLC-CEREAL_BARS,0.754
640459562,CE,MOBILE,MLC-CELLPHONES,0.7538
553947805,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.7536
627920268,CE,MOBILE,MLC-CELLPHONES,0.7534
915979302,T & B,TOYS AND GAMES,MLC-ELECTRIC_SCOOTERS,0.7532
472624984,CE,ELECTRONICS,MLC-ELECTRONIC_PRODUCTS,0.753
523918774,CE,ELECTRONICS,MLC-FANS,0.7528
916387755,T & B,TOYS AND GAMES,MLC-STUFFED_TOYS,0.7525999999999999
915583135,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7524
624753682,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7522
922336565,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.752
548602586,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.7518
599233764,CE,ELECTRONICS,MLC-VACUUM_CLEANERS,0.7516
924878314,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.7514
583027557,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.7512
612528709,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.751
627408903,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7508
585796964,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.7505999999999999
529123025,CE,ELECTRONICS,MLC-ELECTRIC_JUGS,0.7504
530312347,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7502
642506257,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.75
582776152,CE,MOBILE,MLC-CELLPHONES,0.7498
634127700,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.7494
529484350,HOME & INDUSTRY,HOME&DECOR,MLC-BATHROOM_SUPPLIES,0.7492
522425268,HOME & INDUSTRY,INDUSTRY,MLC-EXHIBITOR_REFRIGERATORS,0.749
631994472,CE,MOBILE,MLC-CELLPHONES,0.7488
582453755,CE,ELECTRONICS,MLC-DEEP_FRYERS,0.7485999999999999
611219816,CE,MOBILE,MLC-CELLPHONES,0.7484
465896291,CE,ELECTRONICS,MLC-RANGES,0.7482
620368598,APP & SPORTS,SPORTS,MLC-BICYCLE_SEATS,0.748
523781665,CE,ELECTRONICS,MLC-PORTABLE_EVAPORATIVE_AIR_COOLERS,0.7478
559335117,CE,ELECTRONICS,MLC-DRONES,0.7476
550969651,HOME & INDUSTRY,HOME&DECOR,MLC-FLOOD_LIGHTS,0.7474
911127646,OTHERS,PET PRODUCTS,MLC-DOG_POTTY_PADS,0.7472
446732003,CPG,CLEANING,MLC-LAUNDRY_DETERGENTS,0.747
925754982,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CHAINSAWS,0.7468
460010018,CPG,FOODS,MLC-EDIBLE_PAPERS,0.7465999999999999
524308672,CE,ELECTRONICS,MLC-OVENS,0.7464
620362898,CE,COMPUTERS,MLC-SPEAKERS,0.7462
629807050,CE,MOBILE,MLC-CELLPHONES,0.746
469217273,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_AND_CONSTRUCTION_SUPPLIES,0.7458
581885640,HOME & INDUSTRY,HOME&DECOR,MLC-WALLPAPERS,0.7456
515783822,T & B,BABY,MLC-POTTIES,0.7454
555022996,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.7452
550240009,CE,ELECTRONICS,MLC-STREAMING_MEDIA_DEVICES,0.745
545924318,CPG,PERSONAL HYGIENE,MLC-DISPOSABLE_BABY_DIAPERS,0.7448
910409482,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7445999999999999
533227132,CE,COMPUTERS,MLC-PRINTERS,0.7444
474123526,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-AIR_COMPRESSORS,0.7442
496874768,BEAUTY & HEALTH,PERSONAL CARE,MLC-BEAUTY_AND_PERSONAL_CARE_SUPPLIES,0.744
529540598,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SHOWER_CADDIES,0.7438
436736495,HOME & INDUSTRY,INDUSTRY,MLC-WORK_COVERALLS_AND_OVERALLS,0.7436
564748364,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7434
631194666,HOME & INDUSTRY,INDUSTRY,MLC-FILE_BOXES,0.7432
901428732,CE,COMPUTERS,MLC-PRINTERS,0.743
577711005,CE,MOBILE,MLC-CELLPHONES,0.7428
570827704,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-PERMANENT_EPILATORS,0.7425999999999999
596461252,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.7424
920459859,OTHERS,PET PRODUCTS,MLC-FLEA_AND_TICK_TREATMENTS,0.7422
633647834,APP & SPORTS,SPORTS,MLC-ROWING_MACHINES,0.742
632428126,APP & SPORTS,APPAREL,MLC-PANTS,0.7418
577764730,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7416
640459652,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7414
496883067,HOME & INDUSTRY,HOME&DECOR,MLC-BOX_SPRING_AND_MATTRESS_SETS,0.7412
576205058,CE,ELECTRONICS,MLC-HOME_THEATERS,0.741
904561548,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.7408
632666096,APP & SPORTS,SPORTS,MLC-AIR_MATTRESSES,0.7405999999999999
638621852,CE,COMPUTERS,MLC-PC_KEYBOARDS,0.7404
611219798,CE,MOBILE,MLC-CELLPHONES,0.7402
924669732,HOME & INDUSTRY,HOME&DECOR,MLC-DOOR_AND_WINDOW_AWNINGS_AND_EAVES,0.74
519885708,CE,ELECTRONICS,MLC-ELECTRIC_JUGS,0.7398
514874773,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7396
467299223,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-CYLINDRICAL_GRINDING_MACHINES,0.7394
604453737,BEAUTY & HEALTH,PHARMACEUTICS,MLC-THERMOMETERS,0.7392
545554145,HOME & INDUSTRY,HOME&DECOR,MLC-PILLOWS,0.739
560675090,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.7388
903614248,APP & SPORTS,SPORTS,MLC-GYM_DUMBBELLS,0.7385999999999999
487057494,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BATHROOM_GRAB_BARS,0.7384
515662275,APP & SPORTS,SPORTS,MLC-TENTS,0.7382
636851415,CE,MOBILE,MLC-CELLPHONES,0.738
523906156,CE,ELECTRONICS,MLC-MICROWAVES,0.7378
519631182,APP & SPORTS,APPAREL,MLC-SWEATSHIRTS_AND_HOODIES,0.7376
919277866,T & B,TOYS AND GAMES,MLC-COSTUMES,0.7374
562766740,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-BODYWEIGHT_SCALES,0.7372
547846711,APP & SPORTS,SPORTS,MLC-RESISTANCE_BANDS,0.737
604864686,BEAUTY & HEALTH,PHARMACEUTICS,MLC-THERMOMETERS,0.7368
634387731,CE,COMPUTERS,MLC-PRINTERS,0.7365999999999999
634376775,CE,MOBILE,MLC-TABLETS,0.7365999999999999
641901371,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PRESSURE_WASHERS,0.7362
912581444,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.736
536048267,CE,ELECTRONICS,MLC-HAND_BLENDERS,0.7358
905774465,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7356
520432290,BEAUTY & HEALTH,PHARMACEUTICS,MLC-WHEELCHAIRS,0.7354
529789077,CE,ELECTRONICS,MLC-FANS,0.7352
622092004,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.735
538081155,APP & SPORTS,APPAREL,MLC-T_SHIRTS,0.7348
921680062,CE,MOBILE,MLC-CELLPHONES,0.9936
532114115,OTHERS,PET PRODUCTS,MLC-FLEA_AND_TICK_TREATMENTS,0.7345999999999999
925745053,CE,MOBILE,MLC-TABLETS,0.7343999999999999
458925452,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_MONITORING_KITS,0.7342
927180188,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.734
518577818,APP & SPORTS,SPORTS,MLC-CAMPING_AND_FISHING_EQUIPMENT,0.7338
616152532,CE,ELECTRONICS,MLC-HOME_THEATERS,0.7336
573673753,APP & SPORTS,SPORTS,MLC-AEROBICS_AND_FITNESS_EQUIPMENT,0.7334
586524743,CE,ELECTRONICS,MLC-GAMEPADS_AND_JOYSTICKS,0.7332
623272386,CE,ELECTRONICS,MLC-BLENDERS,0.733
541729163,APP & SPORTS,APPAREL ACCESORIES,MLC-BODY_SHAPERS,0.7328
504082645,APP & SPORTS,APPAREL,MLC-T_SHIRTS,0.7325999999999999
918061189,T & B,PARTY,MLC-PARTY_MASKS,0.7323999999999999
928178431,CE,COMPUTERS,MLC-GRAPHICS_CARDS,0.7322
902092473,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_TREES,0.732
903396350,CE,MOBILE,MLC-CELLPHONES,0.7318
572862623,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-COMBUSTION_BRUSH_CUTTERS_AND_STRING_TRIMMERS,0.7312
561267590,APP & SPORTS,SPORTS,MLC-CYCLING_AND_SKATING_HELMETS,0.731
543470254,BEAUTY & HEALTH,PHARMACEUTICS,MLC-KNEE_BRACES_SUPPORTS,0.7308
529845973,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.7306
620380822,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7303999999999999
918833103,CE,ELECTRONICS,MLC-HAIR_CLIPPERS,0.7302
912414893,T & B,TOYS AND GAMES,MLC-COSTUMES,0.73
903422897,APP & SPORTS,APPAREL,MLC-JACKETS_AND_COATS,0.7298
631691587,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.7296
591882039,HOME & INDUSTRY,HOME&DECOR,MLC-PILLOWS,0.7294
914246579,HOME & INDUSTRY,HOME&DECOR,MLC-PATIO_FURNITURE_SETS,0.7292
905488846,HOME & INDUSTRY,HOME&DECOR,MLC-BED_SHEETS,0.729
926879349,CE,MOBILE,MLC-CELLPHONES,0.7288
517147377,CPG,FOODS,MLC-COFFEE_CAPSULES,0.7286
641966023,CE,COMPUTERS,MLC-HEADPHONES,0.7283999999999999
610583196,CE,COMPUTERS,MLC-SPEAKERS,0.7282
611219812,CE,MOBILE,MLC-CELLPHONES,0.728
530685963,HOME & INDUSTRY,HOME&DECOR,MLC-BATH_TOWELS,0.7278
435159258,BEAUTY & HEALTH,PHARMACEUTICS,MLC-ORTHOPEDIC_CANES,0.7276
581766362,APP & SPORTS,SPORTS,MLC-STEP_PLATFORMS,0.7274
916696915,CE,COMPUTERS,MLC-GRAPHICS_CARDS,0.7272
611230852,HOME & INDUSTRY,HOME&DECOR,MLC-WALL_AND_CEILING_LIGHTS,0.727
529123797,CE,ELECTRONICS,MLC-ELECTRIC_POTS_SKILLETS_AND_RICE_COOKERS,0.7268
484838491,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.7266
491335764,HOME & INDUSTRY,INDUSTRY,MLC-INDUSTRIAL_AND_COMMERCIAL_EQUIPMENT,0.7263999999999999
616911857,HOME & INDUSTRY,SECURITY,MLC-ITEM_FINDERS,0.7262
918000959,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.726
912490280,APP & SPORTS,SPORTS,MLC-TREADMILLS,0.7258
567001425,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7256
582633763,CE,MOBILE,MLC-CELLPHONES,0.7254
910790015,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7252
910749644,CE,MOBILE,MLC-CELLPHONES,0.725
555220974,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.7248
506646303,HOME & INDUSTRY,HOME&DECOR,MLC-FRAME_POOLS,0.7246
536929585,CE,ELECTRONICS,MLC-TV_AND_MONITOR_MOUNTS,0.7243999999999999
608499681,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.7242
514874035,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CIRCULAR_SAWS,0.724
522783219,HOME & INDUSTRY,INDUSTRY,MLC-SEWING_MACHINES,0.7238
566527729,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7236
626792246,ACC,MOTOPARTS,MLC-MOTORCYCLE_INTERCOMMUNICATORS,0.7234
536161695,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.7232
434772921,CE,COMPUTERS,MLC-SPEAKERS,0.723
927317690,CE,MOBILE,MLC-CELLPHONES,0.7228
920456043,HOME & INDUSTRY,HOME&DECOR,MLC-FRAME_POOLS,0.7226
580244606,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7223999999999999
916806822,CE,COMPUTERS,MLC-NOTEBOOKS,0.7222
463159213,T & B,TOYS AND GAMES,MLC-KICK_SCOOTERS,0.722
920465085,CE,ELECTRONICS,MLC-VIDEO_CAMERAS,0.7218
642676498,CE,MOBILE,MLC-CELLPHONES,0.7216
926359567,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7214
640762709,HOME & INDUSTRY,INDUSTRY,MLC-CUTTING_PLOTTERS,0.7212
572956722,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CIRCULAR_SAWS,0.721
631975003,CE,ELECTRONICS,MLC-KITCHEN_RANGE_HOODS,0.7208
527818941,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7206
536048387,CE,ELECTRONICS,MLC-MICROWAVES,0.7203999999999999
921841450,HOME & INDUSTRY,HOME&DECOR,MLC-FRAME_POOLS,0.7202
615882035,CE,MOBILE,MLC-CELLPHONES,0.72
615590364,CE,ELECTRONICS,MLC-COOKTOPS,0.7198
637932658,CE,COMPUTERS,MLC-NOTEBOOKS,0.7196
542422875,APP & SPORTS,APPAREL ACCESORIES,MLC-BODY_SHAPERS,0.7194
465896188,CE,ELECTRONICS,MLC-STORAGE_WATER_HEATERS,0.7192
641922509,CPG,PERSONAL HYGIENE,MLC-HAIR_SHAMPOOS_AND_CONDITIONERS,0.719
446541975,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TABLE_DRILLS,0.7188
